Time,Channel A,Channel B
(ms),(V),(mV)

-7.50660495,0.00976682,0.30521300
-7.50405495,0.00488341,0.00000000
-7.50150495,0.00000000,-0.36625560
-7.49895495,0.00976682,0.00000000
-7.49640495,0.00488341,-0.73251120
-7.49385495,0.00000000,0.00000000
-7.49130495,0.00000000,0.00000000
-7.48875495,-0.02197534,0.00000000
-7.48620495,0.00000000,0.00000000
-7.48365495,0.00488341,0.00000000
-7.48110495,-0.01098767,-0.36625560
-7.47855495,0.00000000,-0.36625560
-7.47600495,-0.00610426,0.00000000
-7.47345495,-0.00610426,0.00000000
-7.47090495,0.00488341,0.30521300
-7.46835495,0.00000000,0.00000000
-7.46580495,-0.00610426,0.30521300
-7.46325495,-0.00610426,0.00000000
-7.46070495,-0.00610426,0.00000000
-7.45815495,0.00976682,-0.36625560
-7.45560495,-0.00610426,0.30521300
-7.45305495,-0.00610426,0.30521300
-7.45050495,0.00488341,0.00000000
-7.44795495,0.00488341,0.00000000
-7.44540495,0.00000000,0.00000000
-7.44285496,0.00488341,-0.36625560
-7.44030496,0.00000000,-0.73251120
-7.43775496,-0.00610426,0.30521300
-7.43520496,-0.00610426,0.00000000
-7.43265496,0.00488341,0.00000000
-7.43010496,0.00000000,-0.36625560
-7.42755496,0.00488341,-0.36625560
-7.42500496,0.00000000,-0.36625560
-7.42245496,-0.00610426,0.00000000
-7.41990496,0.00000000,0.00000000
-7.41735496,0.00488341,0.00000000
-7.41480496,0.00976682,0.00000000
-7.41225496,0.00488341,-0.36625560
-7.40970496,0.00488341,-0.36625560
-7.40715496,-0.00610426,-0.36625560
-7.40460496,0.00976682,0.00000000
-7.40205496,0.00488341,-0.36625560
-7.39950496,0.00488341,-0.36625560
-7.39695496,0.00000000,0.00000000
-7.39440496,0.00000000,0.30521300
-7.39185496,0.00000000,0.00000000
-7.38930496,-0.02685875,0.00000000
-7.38675496,0.00488341,-0.36625560
-7.38420496,0.00000000,0.00000000
-7.38165496,0.00000000,0.00000000
-7.37910496,0.00976682,0.00000000
-7.37655496,-0.00610426,-0.36625560
-7.37400496,-0.00610426,0.00000000
-7.37145496,-0.00610426,-0.36625560
-7.36890496,-0.01587108,0.00000000
-7.36635496,-0.00610426,-0.36625560
-7.36380496,0.00000000,0.30521300
-7.36125496,-0.01098767,-0.36625560
-7.35870496,0.00000000,0.00000000
-7.35615496,-0.00610426,0.00000000
-7.35360496,0.01465023,-0.36625560
-7.35105496,0.00000000,-0.36625560
-7.34850496,0.00488341,0.00000000
-7.34595496,0.00000000,0.00000000
-7.34340496,0.00000000,0.00000000
-7.34085496,0.00000000,0.00000000
-7.33830496,0.00488341,0.00000000
-7.33575496,0.00000000,0.30521300
-7.33320496,-0.00610426,0.00000000
-7.33065496,-0.00610426,0.00000000
-7.32810496,-0.00610426,-0.36625560
-7.32555496,0.00000000,0.00000000
-7.32300496,-0.01098767,0.00000000
-7.32045496,0.00000000,-0.73251120
-7.31790496,0.00000000,-0.36625560
-7.31535496,-0.00610426,-0.36625560
-7.31280496,-0.00610426,0.00000000
-7.31025496,0.00488341,-0.73251120
-7.30770496,0.00488341,0.00000000
-7.30515496,-0.01098767,-0.36625560
-7.30260496,0.00488341,0.00000000
-7.30005496,-0.00610426,0.00000000
-7.29750496,-0.00610426,0.00000000
-7.29495496,-0.01098767,-0.36625560
-7.29240496,0.00000000,-0.36625560
-7.28985496,-0.00610426,0.30521300
-7.28730496,0.00976682,0.00000000
-7.28475496,0.00000000,0.00000000
-7.28220496,0.00000000,0.00000000
-7.27965496,0.00488341,0.00000000
-7.27710496,0.01465023,0.00000000
-7.27455496,0.00000000,0.00000000
-7.27200496,-0.00610426,0.30521300
-7.26945496,-0.00610426,0.00000000
-7.26690496,-0.00610426,-0.36625560
-7.26435496,0.00000000,-0.36625560
-7.26180496,-0.00610426,0.30521300
-7.25925496,-0.00610426,-0.36625560
-7.25670497,-0.00610426,-0.36625560
-7.25415497,0.00488341,-0.73251120
-7.25160497,0.00000000,0.00000000
-7.24905497,0.00488341,0.00000000
-7.24650497,-0.01098767,0.00000000
-7.24395497,0.00000000,0.30521300
-7.24140497,-0.01587108,0.00000000
-7.23885497,-0.01098767,-0.36625560
-7.23630497,-0.00610426,-0.36625560
-7.23375497,-0.00610426,0.00000000
-7.23120497,-0.00610426,-0.36625560
-7.22865497,-0.00610426,0.00000000
-7.22610497,-0.00610426,0.00000000
-7.22355497,0.00000000,0.00000000
-7.22100497,-0.00610426,0.00000000
-7.21845497,0.01465023,0.30521300
-7.21590497,0.00000000,0.00000000
-7.21335497,0.00488341,0.00000000
-7.21080497,0.00488341,0.00000000
-7.20825497,0.00488341,0.30521300
-7.20570497,-0.00610426,0.30521300
-7.20315497,0.00000000,0.00000000
-7.20060497,-0.00610426,0.00000000
-7.19805497,-0.00610426,-0.36625560
-7.19550497,-0.00610426,0.00000000
-7.19295497,0.00000000,-0.73251120
-7.19040497,-0.01587108,0.00000000
-7.18785497,0.00488341,0.00000000
-7.18530497,0.00000000,0.00000000
-7.18275497,0.00000000,0.00000000
-7.18020497,0.00000000,0.00000000
-7.17765497,-0.01098767,-0.36625560
-7.17510497,-0.00610426,0.00000000
-7.17255497,0.00000000,0.00000000
-7.17000497,0.00000000,0.30521300
-7.16745497,0.00000000,-0.36625560
-7.16490497,-0.00610426,0.30521300
-7.16235497,-0.00610426,-0.36625560
-7.15980497,0.00488341,0.00000000
-7.15725497,-0.00610426,0.00000000
-7.15470497,0.00000000,0.00000000
-7.15215497,-0.00610426,0.30521300
-7.14960497,0.00000000,0.00000000
-7.14705497,0.00000000,0.00000000
-7.14450497,-0.01098767,-0.36625560
-7.14195497,-0.01098767,0.30521300
-7.13940497,0.00000000,0.30521300
-7.13685497,0.00000000,0.30521300
-7.13430497,-0.00610426,0.00000000
-7.13175497,0.00976682,-0.36625560
-7.12920497,0.00488341,0.30521300
-7.12665497,0.00488341,0.00000000
-7.12410497,0.00976682,0.30521300
-7.12155497,-0.01098767,-0.36625560
-7.11900497,0.00488341,0.00000000
-7.11645497,0.00000000,0.00000000
-7.11390497,-0.01098767,0.00000000
-7.11135497,-0.00610426,0.00000000
-7.10880497,0.00000000,0.00000000
-7.10625497,0.00976682,0.00000000
-7.10370497,0.00488341,0.00000000
-7.10115497,-0.01587108,0.00000000
-7.09860497,0.00000000,0.00000000
-7.09605497,0.00000000,0.00000000
-7.09350497,-0.01098767,-0.36625560
-7.09095497,0.00000000,0.00000000
-7.08840497,-0.00610426,0.00000000
-7.08585497,0.00488341,0.30521300
-7.08330497,0.00000000,-0.36625560
-7.08075497,0.00000000,-0.36625560
-7.07820497,0.00488341,0.00000000
-7.07565497,0.00000000,0.00000000
-7.07310498,-0.00610426,-0.36625560
-7.07055498,0.00488341,0.00000000
-7.06800498,0.00000000,-0.36625560
-7.06545498,0.00000000,0.00000000
-7.06290498,-0.01587108,0.30521300
-7.06035498,-0.00610426,0.30521300
-7.05780498,-0.00610426,-0.36625560
-7.05525498,-0.01098767,0.00000000
-7.05270498,0.00000000,0.00000000
-7.05015498,-0.01098767,-0.73251120
-7.04760498,-0.00610426,0.00000000
-7.04505498,-0.00610426,0.00000000
-7.04250498,-0.00610426,-0.73251120
-7.03995498,0.00488341,0.00000000
-7.03740498,0.00000000,-0.73251120
-7.03485498,-0.00610426,0.00000000
-7.03230498,-0.01098767,0.00000000
-7.02975498,-0.00610426,-0.36625560
-7.02720498,0.00488341,-0.36625560
-7.02465498,-0.00610426,-0.36625560
-7.02210498,0.00000000,0.00000000
-7.01955498,-0.00610426,0.00000000
-7.01700498,-0.00610426,-0.36625560
