Time,Channel A,Channel B
(ms),(V),(mV)

-7.50678836,0.00488341,0.30521300
-7.50423836,-0.01587108,0.30521300
-7.50168836,0.00000000,0.00000000
-7.49913836,0.00000000,0.00000000
-7.49658836,0.00488341,0.00000000
-7.49403836,-0.00610426,0.00000000
-7.49148836,-0.00610426,-0.36625560
-7.48893836,-0.00610426,-0.36625560
-7.48638836,0.00000000,0.00000000
-7.48383836,0.00488341,0.00000000
-7.48128836,-0.00610426,-0.36625560
-7.47873836,0.00976682,0.30521300
-7.47618836,-0.00610426,-0.36625560
-7.47363836,0.00000000,-0.36625560
-7.47108836,0.00488341,-0.36625560
-7.46853836,-0.00610426,-0.36625560
-7.46598836,0.00488341,0.00000000
-7.46343836,0.00488341,0.00000000
-7.46088836,-0.01098767,0.00000000
-7.45833836,0.00000000,0.30521300
-7.45578836,0.00000000,0.30521300
-7.45323837,0.00000000,-0.36625560
-7.45068837,-0.00610426,-0.36625560
-7.44813837,0.00000000,0.00000000
-7.44558837,0.00000000,0.00000000
-7.44303837,-0.00610426,0.00000000
-7.44048837,-0.00610426,0.00000000
-7.43793837,0.00000000,0.00000000
-7.43538837,0.00000000,0.00000000
-7.43283837,0.00000000,0.30521300
-7.43028837,-0.00610426,0.00000000
-7.42773837,0.00000000,0.00000000
-7.42518837,-0.00610426,0.00000000
-7.42263837,-0.00610426,0.00000000
-7.42008837,-0.00610426,0.00000000
-7.41753837,0.00488341,0.00000000
-7.41498837,0.00000000,0.00000000
-7.41243837,0.00488341,0.00000000
-7.40988837,0.00000000,0.00000000
-7.40733837,0.00488341,0.00000000
-7.40478837,0.00488341,0.00000000
-7.40223837,0.00000000,-0.36625560
-7.39968837,-0.00610426,0.30521300
-7.39713837,0.00000000,0.00000000
-7.39458837,0.00976682,0.00000000
-7.39203837,-0.01587108,0.00000000
-7.38948837,0.00000000,0.00000000
-7.38693837,0.00000000,0.00000000
-7.38438837,0.00000000,0.00000000
-7.38183837,-0.01098767,-0.36625560
-7.37928837,0.00000000,0.00000000
-7.37673837,-0.00610426,-0.36625560
-7.37418837,-0.00610426,0.67146860
-7.37163837,0.00488341,0.00000000
-7.36908837,0.00488341,0.00000000
-7.36653837,0.00976682,0.00000000
-7.36398837,0.00488341,-0.36625560
-7.36143837,0.00000000,0.00000000
-7.35888837,-0.00610426,-0.73251120
-7.35633837,0.00000000,0.00000000
-7.35378837,0.00488341,0.67146860
-7.35123837,-0.01098767,-0.36625560
-7.34868837,-0.01098767,-0.36625560
-7.34613837,0.00000000,0.30521300
-7.34358837,-0.01098767,0.30521300
-7.34103837,0.00000000,0.00000000
-7.33848837,-0.00610426,0.00000000
-7.33593837,0.00000000,0.00000000
-7.33338837,-0.01587108,0.00000000
-7.33083837,-0.01587108,-0.36625560
-7.32828837,-0.00610426,0.00000000
-7.32573837,0.00488341,0.00000000
-7.32318837,0.00000000,-0.36625560
-7.32063837,-0.00610426,0.00000000
-7.31808837,0.00976682,0.00000000
-7.31553837,-0.00610426,-0.36625560
-7.31298837,0.00488341,0.30521300
-7.31043837,-0.00610426,0.00000000
-7.30788837,0.00488341,-0.36625560
-7.30533837,-0.00610426,0.00000000
-7.30278837,-0.01098767,-0.36625560
-7.30023837,0.00000000,0.00000000
-7.29768837,0.00488341,-0.36625560
-7.29513837,0.00000000,0.00000000
-7.29258837,0.00000000,-0.36625560
-7.29003837,0.00976682,0.00000000
-7.28748837,0.00000000,-0.36625560
-7.28493837,0.00000000,0.00000000
-7.28238837,0.00488341,0.00000000
-7.27983837,0.00000000,0.00000000
-7.27728837,0.00000000,-0.36625560
-7.27473837,-0.00610426,0.67146860
-7.27218837,-0.01587108,0.00000000
-7.26963837,-0.01098767,0.30521300
-7.26708838,-0.00610426,0.00000000
-7.26453838,0.00488341,0.00000000
-7.26198838,0.00976682,0.00000000
-7.25943838,0.00488341,0.00000000
-7.25688838,0.00488341,0.00000000
-7.25433838,0.00488341,-0.36625560
-7.25178838,0.00000000,0.30521300
-7.24923838,-0.00610426,0.00000000
-7.24668838,-0.02197534,0.00000000
-7.24413838,0.00488341,-0.36625560
-7.24158838,0.00488341,0.00000000
-7.23903838,0.00000000,-0.36625560
-7.23648838,-0.00610426,0.30521300
-7.23393838,-0.00610426,-0.36625560
-7.23138838,0.00976682,0.00000000
-7.22883838,0.00000000,0.00000000
-7.22628838,-0.01098767,-0.36625560
-7.22373838,-0.00610426,-0.36625560
-7.22118838,0.00488341,0.00000000
-7.21863838,0.00488341,0.67146860
-7.21608838,-0.00610426,-0.36625560
-7.21353838,0.00488341,-0.36625560
-7.21098838,0.00488341,0.00000000
-7.20843838,0.00488341,0.00000000
-7.20588838,-0.01098767,0.00000000
-7.20333838,0.00000000,0.00000000
-7.20078838,-0.01098767,0.00000000
-7.19823838,0.00000000,-0.36625560
-7.19568838,0.00000000,-0.36625560
-7.19313838,0.00000000,0.30521300
-7.19058838,-0.00610426,0.00000000
-7.18803838,0.00000000,0.00000000
-7.18548838,0.00000000,0.00000000
-7.18293838,0.00000000,-0.36625560
-7.18038838,-0.00610426,0.00000000
-7.17783838,0.00976682,0.30521300
-7.17528838,-0.00610426,0.00000000
-7.17273838,0.00000000,0.00000000
-7.17018838,0.00000000,0.00000000
-7.16763838,0.00000000,0.00000000
-7.16508838,0.00000000,0.30521300
-7.16253838,-0.00610426,0.00000000
-7.15998838,0.00000000,-0.36625560
-7.15743838,0.00000000,0.00000000
-7.15488838,0.00488341,-0.36625560
-7.15233838,-0.01098767,-0.36625560
-7.14978838,0.00488341,-0.36625560
-7.14723838,-0.00610426,-0.36625560
-7.14468838,0.00488341,0.00000000
-7.14213838,0.00000000,-0.36625560
-7.13958838,-0.00610426,-0.36625560
-7.13703838,0.00488341,0.00000000
-7.13448838,0.00976682,0.00000000
-7.13193838,0.00976682,0.30521300
-7.12938838,0.00000000,0.00000000
-7.12683838,-0.00610426,0.00000000
-7.12428838,0.00488341,0.00000000
-7.12173838,0.00000000,0.00000000
-7.11918838,0.00000000,0.30521300
-7.11663838,-0.00610426,-0.36625560
-7.11408838,-0.01098767,0.00000000
-7.11153838,0.00000000,-0.36625560
-7.10898838,0.00000000,0.00000000
-7.10643838,-0.00610426,0.00000000
-7.10388838,0.00000000,0.00000000
-7.10133838,-0.01098767,-0.36625560
-7.09878838,-0.00610426,-0.36625560
-7.09623838,0.00000000,0.30521300
-7.09368838,-0.01098767,0.00000000
-7.09113838,0.00976682,0.30521300
-7.08858838,0.00488341,-0.36625560
-7.08603838,0.00000000,0.00000000
-7.08348838,-0.00610426,0.00000000
-7.08093839,0.00000000,0.00000000
-7.07838839,0.00488341,0.00000000
-7.07583839,-0.00610426,0.00000000
-7.07328839,0.00488341,0.00000000
-7.07073839,-0.00610426,-0.36625560
-7.06818839,0.00000000,-0.36625560
-7.06563839,0.00488341,0.30521300
-7.06308839,-0.00610426,0.00000000
-7.06053839,-0.00610426,0.00000000
-7.05798839,0.00000000,-0.36625560
-7.05543839,0.00488341,0.00000000
-7.05288839,0.00000000,-0.36625560
-7.05033839,0.00488341,0.00000000
-7.04778839,-0.02197534,0.00000000
-7.04523839,-0.00610426,-0.36625560
-7.04268839,-0.00610426,0.00000000
-7.04013839,0.00488341,-0.36625560
-7.03758839,0.00000000,0.00000000
-7.03503839,0.00488341,0.00000000
-7.03248839,-0.00610426,0.30521300
-7.02993839,-0.01098767,0.00000000
-7.02738839,-0.02197534,-0.36625560
-7.02483839,-0.00610426,-0.36625560
-7.02228839,0.00000000,-0.36625560
-7.01973839,-0.00610426,0.00000000
-7.01718839,0.00000000,-0.36625560
-7.01463839,0.00000000,0.00000000
